ID,TENURE_QUINTILES,payment_pr1q_mean_diff_days,payment_pr1q_num_payments,FUND_VALUE2,Mode_Month,payment_pr1q_med_diff_days,payment_pr1q_sd_diff_days,payment_pr1q_num_past_due,payment_pr1q_num_past_due_30d,Mode_Annual,COMMENCEMENT_MONTH,payment_pr1q_sd_pay_amt,ABC_ANNUAL_PREMIUM2,Mode_Quarter,age,payment_pr1q_sd_pay_date,NO_OF_CHILDREN2,TERM,Mode_Half,lapse_var
144821,2,26.87176498,2.833534889,1.65E+07,1,91.93642354,27.67437074,1.594748246,0,0,11,-471.2163287,117.8022647,0,31.2434808,3.207023362,0,19.4842521,0,1
144849,0,0.438865789,0.828514417,1.24E+07,0,0.976390874,81.85331192,4.140654659,1,0,8,-5407.765381,34826.22062,0,51.22721357,-1.231153436,0,20.47973877,0,1
144851,1,-44.70562687,2.102656528,1.93E+07,1,37.21663746,120.3712028,1.568338775,0,0,6,1045.490222,18819.04689,0,49.83922255,3.012321552,0,16.96031542,0,1
144857,0,77.43441405,4.042927505,-589480.1894,1,54.68496721,7.154435526,1.066205909,0,0,6,7435.414159,31587.21723,0,37.5363574,1.715875924,2,23.38209027,0,1
144873,0,-41.67886136,3.628957518,-1.88E+07,1,21.64911943,86.53851953,1.493972916,0,0,10,25237.39961,-67984.83388,1,47.1163391,4.231861613,0,14.62872694,0,1
144880,3,21.6176758,2.618466748,-4565413.602,1,45.83688519,18.86772027,1.515280202,NA,0,9,5798.558217,131916.8372,0,47.87924002,-12.22095251,0,12.93543129,0,1
144897,0,-88.22402089,3.981124157,2.12E+07,1,1.014060011,51.7155331,4.30819016,1,0,5,3501.379068,2784.627509,0,32.93128356,3.72112254,1,13.29995099,0,1
144925,0,-2.313899458,2.641906574,-1.05E+07,1,-4.484653734,-6.511546571,2.963573899,0,0,12,8493.611922,31896.29295,0,23.46542557,7.697394411,NA,16.74279025,0,1
144935,2,-2.233619557,0.052674927,-3854716.788,1,86.42125525,1.774620198,1.318422824,0,1,2,11805.20076,83193.23688,0,47.83266315,6.796746791,0,16.02137781,0,1
145034,1,43.78630046,2.269331467,-8665640.169,1,-19.84742469,32.83760447,1.800881548,1,1,6,-4002.127656,24347.8514,0,42.44830328,0.667699121,NA,6.359610586,0,1
145040,2,0.355325966,3.10625046,1.08E+07,1,61.78926596,38.00439063,1.631878417,0,0,4,-7571.043091,-8262.321632,0,51.61363962,6.861685439,NA,12.79969282,0,1
145041,0,-36.93128309,3.097165268,1.69E+07,0,79.93057602,1.918736855,3.956289946,1,0,7,-8627.198272,52508.58395,1,54.499511,2.63248636,0,15.79431549,0,1
145053,1,19.3493623,3.047040044,-6693412.529,1,62.5101364,51.92359725,2.192039961,1,0,10,-1335.482995,163055.0517,0,38.09691682,-0.124861534,0,7.826878938,0,1
145071,1,71.69470582,6.187669775,1883812.423,1,-20.53810444,56.9420106,3.700374238,0,0,3,5876.007566,189220.2864,0,28.96562995,-10.67521003,NA,28.73940707,0,1
145075,1,-4.149561846,1.562253971,-1.23E+07,1,-10.42164238,41.47750598,0.458723463,1,0,7,-1841.042311,-9048.736839,0,37.60985104,7.863700011,0,20.54195807,0,1
145077,1,10.60822805,4.652668788,1.35E+07,1,5.350923673,22.89102898,4.06209896,0,0,7,2707.101345,-24820.89161,1,41.04941916,3.777630401,0,18.16148772,0,1
145086,0,-44.20922675,3.557340254,3.53E+07,0,13.29784278,-37.33851154,2.862459346,1,0,9,6701.391108,113895.0177,0,45.16925708,3.618350326,1,9.298069965,0,1
145088,1,1.844807089,1.904701841,-71097.40806,1,-5.398110615,3.882074799,1.522920406,1,0,9,-71.40976082,10284.64516,0,34.23482436,5.231397603,0,25.26717242,0,1
145094,1,19.9487276,6.521136814,1482645.124,1,78.73995899,-40.55283934,4.007714812,0,0,9,-6272.737174,-49161.56787,0,37.78162708,-2.991373967,0,18.69899543,0,1
145103,0,-67.96891739,4.303338635,-7223197.446,0,60.99783389,-24.59598262,0.577763624,1,0,3,10384.47806,-68450.06845,0,28.82322691,3.32710893,0,14.28560894,0,1
145108,1,38.64824189,3.575080307,1.13E+07,0,54.03601097,-4.205678262,2.600231855,1,0,8,-5531.163358,-243.9373926,0,31.66601953,7.427591043,0,21.63367397,0,1
145112,0,19.31026127,1.190597029,2.02E+07,1,58.85408972,-34.56358296,2.724470272,0,0,9,-5912.87127,154646.1765,0,32.6536245,13.50490277,1,16.7479974,0,1
145118,1,67.07399545,2.140167509,-2.11E+07,1,69.2860094,-6.782792877,2.831163208,1,0,1,-5406.682001,-1879.631087,0,50.65528691,5.62537796,0,18.38551984,0,1
145127,1,59.40628085,6.356573322,1099265.247,0,21.81281866,58.18545107,6.115701035,0,0,8,1690.010049,-49793.78689,0,50.39729496,3.536507179,0,22.28247869,1,1
145142,0,-2.394210092,3.415201141,-3395676.422,0,-29.7044567,56.75132277,2.926670386,0,0,9,11997.60598,162841.6553,0,34.43030999,3.70820579,0,13.46060636,0,1
145147,1,1.905172751,2.66682742,6965162.979,1,22.31998132,34.87011465,2.485824516,0,0,11,14329.14669,-28442.48381,0,37.78619017,10.07778483,0,14.50240404,0,1
145154,1,39.7493969,-1.168328364,9487472.384,0,-3.752133644,27.74623168,3.487266664,0,0,7,-2385.280292,3043.244629,0,41.92410979,3.111119871,0,25.10012258,0,1
145155,1,-19.59740083,4.449257882,1.04E+07,1,40.31676304,7.587262458,-0.00810892,1,0,9,16288.7926,33515.69198,0,46.04731162,7.251645435,2,24.93266708,0,1
145156,0,-6.877718839,2.516156338,9678680.392,0,-5.764552197,-29.94166477,2.321364907,1,0,2,-2226.473043,-7755.933229,0,25.50761976,2.201967286,0,19.65229842,0,1
145169,0,-47.56934366,3.330872469,-9408085.823,1,51.71421109,11.89472211,3.834369276,0,0,9,-4620.480097,95122.10014,0,49.57957798,1.767784997,1,17.06468769,0,1
145182,0,20.37183411,3.167139959,8039621.436,1,-6.291529347,9.680217092,4.698783819,0,0,9,9982.993976,151612.5153,0,36.82988426,6.643189953,0,5.95003326,0,1
145183,3,0.477825672,3.942513537,2.49E+07,1,80.84311892,30.58761111,3.579070037,1,0,9,3596.968854,68295.74169,0,37.17395757,-7.21790022,0,15.88912165,0,1
145188,0,65.41835235,2.377021635,-2.61E+07,1,25.76024804,9.005578267,0.211701353,0,0,7,611.2068213,103203.2086,0,46.34421934,-6.7035593,0,11.84363149,0,1
145202,0,65.24120949,2.421515909,-3365363.336,1,47.05339137,-33.08081319,-0.410943157,1,0,9,-20221.41977,241668.2447,0,38.9358208,6.305156956,0,16.79914636,0,1
145206,0,-6.293268871,4.014087498,-1536389.845,1,-62.28674316,14.16531177,-0.604336443,0,0,7,100.3365185,308532.8506,0,25.34546346,11.81403118,0,23.91077585,0,1
145207,0,18.53253855,4.118651499,-2074249.698,0,68.1483926,51.84917191,0.851719041,0,0,10,656.3845206,-4224.422592,0,44.34021757,0.701914853,0,18.27333505,0,1
145208,3,61.68610209,6.280552891,-1554602.003,0,35.95092377,-40.62733938,0.829188887,0,0,11,-3258.954817,39954.07658,0,37.55213959,6.791284659,1,11.29446873,0,1
145211,1,26.76663285,4.372945591,4926129.798,1,-11.94506384,32.94384903,4.024593305,0,0,7,3416.842135,-79290.55587,0,50.49334494,11.80318832,0,11.16938221,0,1
145215,0,-34.37354219,3.125014677,5596175.84,1,32.43202125,33.70103892,2.938104697,1,0,8,-4526.332758,-3993.355622,0,60.11457,7.502331941,0,19.34910853,0,1
145219,0,48.06059022,1.54977865,-1.01E+07,1,105.1375301,-41.37124003,3.960859258,1,0,4,-8254.176037,123562.0099,0,21.28177579,0.619652526,NA,19.62723782,0,1
145237,1,102.3555165,2.135209905,9207415.513,1,31.47488653,5.08717728,2.68263058,NA,0,3,-2706.120998,-55853.46269,0,49.60852063,4.08737968,2,11.11313327,0,1
145239,0,-31.60873352,2.527037489,1845988.353,1,47.61621587,9.954825082,3.146921788,1,0,8,-1815.559187,50743.03995,0,35.57205947,-3.904219719,0,19.60790242,0,1
145243,0,102.263653,1.289968354,-8322561.395,1,53.30953343,9.764787063,1.834112732,1,0,7,4695.790549,17451.66402,0,32.3350873,0.794549297,0,14.31350462,0,1
145249,0,29.36755905,5.542238326,1.30E+07,1,2.384387583,9.707855455,3.551442383,0,0,8,-7346.440372,-17020.96178,0,35.74157108,13.52877503,0,17.99557307,0,1
145253,0,-41.55720467,1.612825394,2.56E+07,0,49.00003611,75.78255079,2.735572673,1,0,11,4173.30113,-20966.14506,0,47.8185987,2.583334754,0,16.3971724,0,1
145257,0,16.90713903,1.568017659,-2322099.978,1,69.22549646,8.105061306,3.702849705,1,0,10,-9555.372316,-107920.0724,0,41.5910005,-0.862420596,0,16.89153586,0,1
145261,3,-26.54260064,3.638264517,-4644150.627,1,71.99674759,12.03101316,3.334381548,0,0,9,-1543.673861,30616.98449,0,25.50529502,-0.85031233,0,12.86206954,0,1
145263,1,-23.65232303,4.099666863,8503062.724,1,-9.585549154,49.02088628,1.556168359,NA,1,10,2166.584612,86937.84739,0,49.94657412,-2.348520947,0,11.85818014,0,1
145270,3,15.95700144,0.500591137,6764538.061,1,31.81164356,67.5468619,1.168288131,NA,0,6,-6887.885688,60322.33515,0,41.24674131,3.268776448,0,21.11311772,0,1
145276,1,13.9905563,2.213444001,1.37E+07,1,18.00432077,55.69472541,3.696682075,1,0,7,-1546.805738,48841.3295,0,19.90785234,0.568018989,0,21.93222861,0,1
145282,1,-63.01436975,4.697700055,8719511.932,1,-21.76680321,17.20412206,-0.160110608,0,1,9,12179.89041,-126019.6986,0,34.45973292,8.11510239,NA,23.09466705,0,1
145284,1,11.37594316,3.815806902,8045520.661,1,-26.42307959,-20.67499272,1.445428324,0,0,1,-5796.840494,-28777.78924,0,37.65403065,4.492776575,0,22.42558419,0,1
145287,0,-38.65402324,6.162262152,-290729.7051,1,-4.983663034,38.68502515,0.425857968,0,0,1,6625.192979,97877.34998,0,40.79792293,17.92804195,0,14.99337722,0,1
145291,0,67.69884355,3.962810334,1.21E+07,1,36.99270704,-11.08676631,3.178256646,0,0,6,1706.457988,5017.035953,0,36.92048867,11.13909818,0,15.50072684,0,1
145293,3,38.43313917,1.350090374,5681692.869,1,39.69311129,6.395394751,3.186279853,0,0,7,-310.9373927,-71309.66437,0,55.38502845,6.868967335,0,16.56912482,0,1
145294,0,153.2630177,5.260025759,28883.31676,1,-4.419894185,-21.45226831,1.629857553,1,0,3,-6259.132766,199108.818,0,24.00994644,5.04682244,0,12.07761443,0,1
145295,0,-13.47314419,2.025405619,2438785.299,1,75.59078821,4.489640513,0.596412203,1,0,5,4010.060175,-32120.1885,0,36.61009491,1.387950229,2,14.20113858,0,1
145296,2,-14.46756094,6.567041297,5694900.468,1,30.1359655,27.57978893,3.237317637,NA,0,11,6751.838027,-35830.44869,0,38.77314225,9.956654638,0,23.72240184,0,1
145298,3,16.93387104,2.356436808,8761104.565,1,86.73094561,17.4546419,2.409718089,0,0,7,-1328.021622,18658.53166,0,43.56187535,2.106973488,0,19.05288884,0,1
145299,1,3.091470603,5.741014965,-3681855.538,1,43.97093268,101.2188647,2.369076948,0,0,9,3318.542443,18768.50875,0,38.25551354,6.287243363,0,16.25523211,0,1
145305,0,-38.30450443,1.050235668,7366028.065,0,-15.70222224,105.8621974,2.284230901,1,0,3,-4063.101888,-65493.20434,0,32.14950504,-2.507519088,0,10.01545679,0,1
145318,0,13.29664649,2.091962646,-6678089.03,0,-0.881765203,-5.820588097,1.023821408,1,0,3,934.3654716,-65655.74339,0,41.74906026,2.735831198,0,18.94268339,0,1
145334,0,31.29376922,3.418362226,-2.73E+07,1,-23.09349834,46.25306824,2.708204713,0,0,10,-6996.384156,84568.95748,0,38.92342224,2.418564667,0,11.6685009,0,1
145343,0,25.97147755,3.885645174,5480841.165,0,30.09602958,51.61676952,3.362922853,1,0,11,-1031.228732,-46950.39662,0,42.41727344,9.734462857,0,13.4360456,0,1
145344,0,-99.75008452,0.858169922,-1.68E+07,1,105.6163073,-55.85607687,2.269676745,1,0,7,-1743.369699,-88456.65325,0,54.88764391,-4.382495423,0,12.2840807,0,1
145346,0,50.43742405,1.847126255,1.02E+07,0,-53.57751447,50.64456161,4.456766431,0,0,5,-4755.651239,14838.22766,0,40.68465127,1.085031538,0,20.87410197,0,1
145367,0,-9.676356531,3.025512377,7839009.242,1,-39.41006331,55.25030544,2.385836335,0,0,10,-5324.891346,-2132.378395,0,27.54668468,-0.549432542,2,18.3183212,0,1
145385,1,75.23401941,1.495499413,-3276851.92,1,-16.2011277,-44.5817338,4.332528726,0,0,4,-7237.380151,20135.1828,0,38.50115301,7.304976865,NA,13.95641923,0,1
145388,0,21.78435399,0.315458267,1.56E+07,1,-14.51648294,11.23138409,2.732875745,NA,0,8,2072.719586,151753.4092,0,31.8547769,-0.169855484,2,20.44252747,0,1
145395,0,56.61155876,2.877556485,2.61E+07,1,52.22107478,20.82604003,2.947625627,0,0,6,-577.8697878,-9535.647599,0,42.98151478,0.79555757,0,20.99534321,0,1
145402,2,-17.5213744,3.405756335,261.4257929,1,81.33276731,50.4097923,1.617127738,0,0,2,-6768.782916,-26130.39443,0,38.29759492,5.488485755,0,5.647627082,0,1
145404,0,-110.5632363,4.974762632,-1903825.925,1,27.7486676,15.50814864,1.86566992,0,0,4,-4055.736881,92162.11946,1,34.76143391,8.572534706,0,18.53917107,0,1
145405,0,-17.24834439,2.442634141,1.31E+07,1,-21.90893735,-42.33784801,2.441486339,1,0,3,5948.643825,92529.01537,0,43.0867526,6.020113393,3,21.01150361,0,1
145415,0,-42.09334653,2.196040816,1.69E+07,1,-9.112674533,22.32285189,3.08924262,0,0,6,3308.329244,8021.335704,0,49.90756834,-0.241633402,0,18.2100746,0,1
145417,1,93.10036449,2.484892314,2888482.411,1,2.03984904,-45.24277016,0.987496798,0,0,11,-4098.713156,7767.524975,0,50.08674523,7.78910194,0,22.03347662,0,1
145420,1,-77.05188023,2.739794,2.96E+07,1,-22.24843097,38.97856791,4.025909051,1,0,11,429.5493549,-10082.03029,0,49.66672573,19.55339663,NA,21.93518361,0,1
145431,2,123.1450389,2.646799756,6769727.516,1,0.256776468,21.53324567,1.921185587,0,0,2,1444.704296,-65344.35147,0,37.01756369,3.491401235,0,14.05033263,0,1
145432,3,24.79394834,-0.535735712,-4519239.508,1,96.5093613,20.13269429,1.313846159,1,0,10,-2843.636789,22701.72046,0,11.2503849,5.147841155,0,10.40001696,0,1
145451,3,103.156546,5.049714859,1.28E+07,1,-34.22053836,-51.09769421,1.502198597,0,0,6,-8119.703396,17487.75072,0,44.77013497,3.957666396,0,24.14578139,0,1
145453,2,63.64821842,3.853924158,-5279645.665,1,59.05957636,-78.34229156,2.940579695,NA,0,7,-2197.128056,-10977.88766,0,44.96349596,9.913330337,0,22.49714671,0,1
145462,2,94.53700388,3.683521968,1.29E+07,1,39.28482,-24.66960111,2.36811454,1,0,5,8008.102504,82139.24492,0,47.56202477,0.075374563,0,15.15183327,0,1
145471,1,-18.39356902,4.576057569,-4329195.629,0,-7.109286755,14.06800382,2.433137149,NA,0,7,-8622.370745,28393.09798,0,49.01320355,5.282112089,0,20.06018987,0,1
145474,0,-75.56003759,3.268283495,2.42E+07,1,81.63376373,43.10035718,5.214328197,NA,0,7,-2325.209402,51459.82826,1,42.46552365,4.287050175,0,16.33061352,0,1
145479,0,8.888964501,5.642716708,3.54E+07,1,-4.152880735,14.87529834,2.48229771,1,0,9,10519.35336,100650.8419,0,44.05466647,-0.480026868,0,16.93435205,0,1
145484,1,31.92239869,3.506109552,2.17E+07,1,45.70424834,4.101501714,4.037816678,1,1,8,3142.246178,-6719.903751,0,23.30702821,3.746356817,0,20.07091465,0,1
145485,3,37.14975823,2.236469239,1763240.427,0,70.118486,28.15413482,1.924039509,NA,0,9,11577.67357,51176.53282,0,42.49438525,-0.412679828,0,18.54761696,0,1
145500,1,-37.94981662,3.030393929,1.31E+07,1,12.5994403,37.92000374,3.098304355,1,0,10,3628.771131,-3457.586516,0,18.94871906,7.359440883,0,20.46172627,0,1
145512,1,62.82084888,1.313583811,-1.55E+07,1,-104.4852162,33.73617223,3.654620705,1,0,11,10968.01629,139177.0031,0,46.83161482,0.888628689,0,13.02508591,0,1
145513,1,30.37829328,1.301540028,1.01E+07,1,35.99088321,17.83231528,2.357219802,1,0,7,5155.997258,-62998.8012,0,31.33278186,0.797161736,0,21.87362221,0,1
145516,3,-0.140804296,1.183772231,8374696.462,0,-31.38051223,61.03973639,3.1214678,0,1,12,-7371.209655,-28701.60717,0,40.28500836,-1.820781849,NA,13.82704411,0,1
145523,1,32.37602888,6.59234148,1.84E+07,1,-33.41309666,86.9011317,2.723766519,0,0,12,9677.156745,60453.7951,0,39.64588569,-5.598434267,0,8.448771638,0,1
145524,2,-42.40502958,2.322207754,2.60E+07,1,-47.74636793,8.099830146,1.77621063,0,0,10,41.43191293,-179716.4775,0,51.45913684,4.380334972,0,24.79154719,0,1
145525,2,57.95992433,2.284682901,2.17E+07,1,22.45390345,13.9591567,2.97643699,NA,0,11,607.0094299,-21151.1167,0,40.05769531,15.6432794,0,16.02789039,0,1
145526,1,6.630050233,3.224815335,-2.35E+07,1,62.6396555,11.51470287,2.067732274,1,0,4,-11640.65671,-1633.463087,0,51.03319301,2.909140439,0,22.05492905,0,1
145538,1,90.96859409,6.840351003,2.55E+07,0,-15.5042891,-30.31279962,4.482349581,NA,0,10,4330.113325,-120898.3685,0,18.10401577,3.823542587,2,13.47920442,0,1
145543,0,8.245749077,4.684375149,5624351.842,0,-27.32277078,-9.076487527,1.686245105,NA,1,3,-2448.775992,-3109.925104,0,38.19770163,1.784601902,0,24.21369343,0,1
145548,1,-5.23175382,3.857778894,-100421.4544,0,53.90353167,2.591338909,1.339995304,1,0,10,-6198.841212,47219.17362,1,43.47698591,0.535207789,1,19.68003765,0,1
145549,0,41.46946749,3.909015843,-1.06E+07,1,-51.41145882,-3.447221235,2.112520365,1,0,9,-13556.16251,-72710,0,49.52163452,1.667543078,0,13.63515317,0,1
145554,0,27.77324961,2.389226909,-2.23E+07,1,-4.165486369,5.624860678,2.989512835,1,0,12,7972.542081,-62341.3141,0,36.69381031,5.169743022,0,18.63988513,0,1
145563,1,-1.619410397,2.028340279,3.88E+07,1,24.04699127,-8.665585994,3.624303175,NA,0,7,10869.40509,54061.78008,0,40.85949142,6.877138677,2,15.16118958,0,1
145574,1,89.88340565,4.322788348,1.44E+07,1,-66.92545496,33.07740255,3.37741181,1,0,6,6981.225631,-40433.23095,0,50.1929746,0.88466769,0,29.0015833,0,1
145575,0,-50.51217457,1.767361232,1.66E+07,1,55.75973929,52.27746575,1.233709548,1,0,3,-2153.263306,119940.4212,0,30.36722604,7.442091022,0,17.23754636,0,1
145587,2,-15.14433566,3.68027569,2083123.884,1,60.31635523,45.96658946,1.280088324,1,0,5,4286.114833,92644.86072,0,50.53361934,-1.673960677,0,13.33659324,0,1
145589,1,-63.08079546,4.568201418,7779898.629,1,63.71705079,25.04912901,0.694412139,0,0,7,-9701.333841,134754.0814,0,34.33849837,0.01871947,2,14.5537579,0,1
145599,0,72.43962577,1.905244503,3317988.88,0,42.62404622,19.67152766,0.522468121,0,0,9,4447.626706,151967.0637,0,20.94562094,2.848388476,0,15.09141161,0,1
145606,0,0.452554166,4.19784004,1.43E+07,0,-40.8827988,13.66743646,2.023058768,0,0,3,-11083.2605,123034.9647,0,41.26537144,-1.011187364,0,25.94493336,0,1
145609,2,-1.404461491,3.343004346,608258.3425,1,-25.85963971,5.944101322,2.209265471,0,0,4,-3289.731734,-63602.86458,0,42.99868159,8.884213983,0,25.93961741,1,1
145613,0,-35.69664651,0.588448228,9372238.976,1,32.86809881,130.3707141,3.229476464,1,0,9,-6995.037898,19873.91152,0,25.26084329,-0.120302238,0,16.23570601,0,1
145614,0,61.04005863,2.082343499,8257936.556,0,54.85188966,29.7753595,0.846053893,1,1,6,-3350.992913,128572.3182,0,31.28326048,13.23242456,0,16.98629768,0,1
145633,0,-84.26918914,2.792604676,1.63E+07,1,18.23768272,-2.954138356,3.935070397,0,0,3,-3949.250773,10161.72663,0,42.29533576,12.3070513,2,14.13545692,0,1
145634,0,13.03231596,4.531063355,-9633205.691,0,-38.77968466,-11.8287677,0.574736915,1,0,2,3980.398226,73683.38035,0,25.24650025,7.472642745,0,25.12715106,0,1
145648,2,32.20905364,3.329859565,1.97E+07,1,74.27524584,-54.05462111,1.504218295,1,0,3,3870.474097,-53105.66914,0,34.27971572,1.010086152,0,15.27418081,0,1
145655,0,-9.256243576,5.446896128,-8512873.889,1,-35.30525326,60.65136175,2.139476396,0,0,1,1648.200558,75721.562,0,31.61439083,4.475056836,0,16.31607665,0,1
145658,1,38.26260056,4.900651295,4036076.601,1,61.02346158,4.450521235,3.661263193,NA,0,9,8541.477216,35133.63706,0,51.2929693,0.963865355,1,20.9280381,0,1
145661,1,114.9909679,0.742609636,3.41E+07,0,-79.4892074,25.65443755,2.620327435,1,0,1,10765.84914,-19828.19261,0,39.04774072,7.32062156,0,14.4190778,0,1
145675,1,81.64122009,3.16088173,1.35E+07,1,2.083691435,54.19568613,2.401785665,NA,0,7,5402.756971,90483.92207,0,40.96761589,3.266754779,0,19.22176482,0,1
145676,0,-24.58729679,2.661002266,2959498.606,1,28.10936287,-3.361674406,4.009169963,1,0,8,-480.5320664,68062.75688,0,34.59251497,0.188189631,0,10.26968718,0,1
145690,0,4.958635163,3.645021044,-9267115.057,1,68.83524377,22.17584891,1.926712289,NA,0,5,-1017.256819,21956.37988,0,37.80865616,-0.807691408,0,21.32586923,0,1
145691,0,-124.8454921,5.083372077,1.66E+07,1,33.09248105,14.64630958,2.361365394,0,0,3,6415.383531,66986.31449,0,41.07218063,5.906552506,0,19.48837082,0,1
145697,1,-4.262341842,2.287805687,7508084.295,1,66.07986342,77.66692652,2.42840843,0,0,3,-1777.698332,8093.565256,0,39.23377824,4.837760112,0,15.75604099,0,1
145701,2,-17.55954374,1.787624853,-1.13E+07,1,6.356780909,36.18780311,3.05241478,1,0,9,17098.4212,63629.69278,0,24.60387375,7.199102443,0,28.80304246,0,1
145711,1,4.112577693,2.386184554,1.80E+07,1,68.46333471,44.28205151,2.334852954,1,0,4,-20041.82867,98218.31519,0,42.22163244,-2.324614453,1,13.48938182,0,1
145716,3,-64.85653741,3.425350944,4678157.158,1,-59.10920651,-57.26337144,2.182115795,0,0,2,-12059.61411,43016.8764,1,22.84667006,3.987466987,0,12.47197587,0,1
145717,0,61.33113248,3.950632275,6870139.35,1,5.508826305,24.19905611,2.661550654,1,0,8,-1227.13558,11113.94992,0,39.77006507,4.906516008,0,16.09811535,0,1
145722,1,88.64973209,4.390569414,-1.42E+07,0,28.97880633,-20.60710066,1.257667073,0,1,10,5702.563733,1811.034079,0,37.97586831,6.795382026,0,15.06907913,0,1
145724,0,33.70540758,3.590307927,1.98E+07,1,74.77285546,-13.92470069,0.748311639,NA,0,1,18704.50234,59400.76631,0,36.48729493,7.694965956,0,14.35031431,0,1
145731,0,70.95713162,-0.223822662,2.65E+07,1,40.04724025,16.67971705,2.358025344,1,0,6,1739.175214,-20251.87194,0,24.98958537,6.401018465,0,17.6859265,0,1
145732,0,29.02320432,5.04147539,-4596478.997,0,-9.43451794,-23.84857402,2.030889553,1,0,8,1223.143732,-38847.26824,0,47.80240626,2.115340494,0,17.02137167,0,1
145739,0,-32.77482704,5.459783248,1.82E+07,1,27.3778887,-72.8416481,1.600217961,1,0,8,7360.918975,18981.01383,0,44.92964666,2.157406802,0,20.49600926,0,1
145742,3,38.17293475,1.970861933,5908589.313,1,1.225207019,-11.9811094,2.10604263,1,0,12,5819.755484,-83853.87809,0,26.93765366,-0.413477813,NA,11.75499484,1,1
145745,0,56.04281498,3.523434833,-1.30E+07,0,74.84213957,45.13978777,0.922110612,0,0,6,3976.07356,68274.103,0,37.48966327,8.688208848,0,15.41086837,0,1
145746,1,-22.15692754,4.500156447,1.45E+07,1,12.99714985,45.83559665,3.617220716,NA,0,3,634.9199893,7307.150016,0,37.94136359,2.977130607,0,16.93103243,0,1
145747,0,3.13431662,2.07986834,-1.03E+07,1,51.1210744,23.68815863,1.363613848,0,0,6,8893.874793,70168.14464,0,63.40532842,7.599530113,0,13.70733966,0,1
145751,3,86.316482,3.062282205,3511730.978,1,9.671081887,-6.026656347,1.627210385,0,1,2,13988.08805,130161.3827,0,49.46243659,1.359031096,1,23.01081083,0,1
145756,1,-1.032315454,4.730699875,-2.24E+07,1,-75.01681644,23.0103706,2.91825134,0,0,3,5917.352699,177675.1486,0,51.26351097,1.854461086,0,16.53400957,0,1
145758,1,101.4444152,1.696983892,1.51E+07,1,21.03780394,47.8812705,2.26936591,0,0,11,-20081.7171,174778.7871,0,50.41901478,9.445348065,0,18.5227085,0,1
145765,0,9.997012278,1.953745004,1738933.081,1,51.7287474,-68.25287084,3.602594355,1,0,12,5225.228974,158840.9599,0,49.5659737,0.416378528,1,11.7760172,0,1
145768,1,5.825370583,2.313343779,6841865.878,1,78.11625054,74.3094874,2.399607131,NA,0,9,1070.983539,61548.09032,0,26.84743303,5.832561042,0,17.08046618,0,1
145769,1,-25.5504867,8.543991654,-6793922.788,0,36.33100808,-2.736591136,4.941920931,0,0,8,6241.457268,-9106.639285,0,43.24299329,6.731132229,0,20.08959363,0,1
145774,0,91.36449535,5.725078158,2952361.451,0,15.48778301,-2.618562227,0.986349185,NA,0,12,9923.24474,13388.67715,0,28.03355773,-3.057491965,0,21.22166692,0,1
145778,0,1.231435872,3.891059051,8597360.014,1,-4.416647419,-7.904581655,4.084364851,1,0,6,-5184.715293,126811.5301,0,53.47571047,1.458404172,NA,19.85792098,0,1
145779,0,-17.2549275,5.65618846,2608034.532,1,92.53683501,20.30235033,1.802505453,0,0,5,12283.01658,40816.58932,1,30.18427341,7.219308886,0,20.06591804,0,1
145782,1,13.24546468,3.748140911,-1.57E+07,1,-4.712134572,59.37894768,1.175225163,0,0,1,1264.694851,-34749.62018,0,50.00443582,2.460892394,0,17.97521323,1,1
145784,0,-43.3953464,0.420384573,-9766445.616,1,83.20560658,61.83615237,1.150517981,1,0,10,-5425.762097,24603.3248,0,34.08587213,1.876415788,0,21.33595664,0,1
145788,1,-38.9529753,2.307436091,-9015199.819,0,18.79385061,9.634816769,2.592526426,0,0,3,-8536.956596,66191.14946,0,43.01448555,6.254304654,0,19.91585984,0,1
145832,3,-8.80120196,1.458272964,-9863662.264,0,59.5383284,34.62147109,2.895894962,1,0,8,-9793.33657,69525.51164,0,44.25651166,4.424168256,0,22.57817066,0,1
145851,0,23.53697028,2.443420212,-7897752.831,1,3.920353538,-38.05108791,0.00907574,0,0,8,6521.201437,82011.4472,0,32.99404246,-10.43470528,0,21.15839288,0,1
145858,0,57.47473766,1.802809865,2.73E+07,1,0.528478392,6.938606241,-0.818078393,0,0,7,-6917.79752,5462.720524,0,41.23493656,1.415251656,NA,21.89698312,1,1
145861,2,-2.656578209,2.187223559,-5048364.894,1,94.85295892,19.55108174,2.340564468,0,0,1,429.3015435,73578.64915,0,42.23226779,5.112974367,0,8.75274376,0,1
145880,3,120.5173554,2.591418522,5072071.532,1,-44.95009023,9.590807708,-0.467242274,1,0,1,8559.199219,8077.798051,1,33.15816019,6.611214069,0,12.29311219,0,1
145962,2,-58.57339267,3.47373857,2.65E+07,1,93.56435844,81.20183886,3.56342122,1,0,4,2498.267395,-107281.3176,0,35.92666639,6.565524231,NA,20.78261039,0,1
146021,1,19.79765436,6.538926774,1.51E+07,1,-28.00232365,28.73633453,1.212294077,0,0,12,6625.127859,18684.10769,0,35.71177402,5.288584102,0,13.5731099,0,1
